,0
862,"Really nice movie, I am watch more time. Youngsters motivation movie this corona time."
863,An outstanding breathtaking movie. The movie is entertaining without being over the top nor following any cliches.The best thing about the movie besides the lead actor's performance in an author backed role is the characterisation of the wife of Maara played effortlessly by Aparna. It's women empowerment in its truest sense of the word. It's refreshing to see it in comparison to Hindi film industry and OTT platforms where women empowerment is reduced to drinking and having sex.Also the father son strained relation also is brought out really well.Even the most hardened person also is bound to shed tears couple of times in the movie.Overall a must watch
864,Perfect inspiring and emotional movie and Suriya's acting is masterclass and direction is perfect bu sudha super
865,This movie includes the best perfomance of suriya after vaaranam aayiram
866,Super movie.one of the super movie in surya sir career.
867,One of the best Movie of Suriya and his Acting level 100/100..
868,Surya anna vera level anna
869,I strongly believe that this is one the best movie of Suriya's filmography.
870,"One of the best inspirational movies ever seen, truly amazing..Suriya what a comeback man.."
871,I really liked the movie... I cried when the actors cried and smiled when they achieved something. The chemistry between Maaran and Bommi was awesome. The. Songs were lit🔥. I had great expectations before watching this movie and this movie didn't fail me... Kudos to the team...
872,Excellent movie superb surya sir acting vere level
873,Everyone watch this film who want to start a business
874,Good direction......Good script...... Exceptional Acting......Classic Movie
875,Superb movie. Must watch.acting is amazing.soorya and aparna hands off you both
876,"Pure bliss to watch this kind of motivational movie, learn from the failures is the first step for success which are clearly shown in movie in cinematic way. Bow to Suriya, Sudha kongara.... ! ""Rise Revolt and Stop Not"" followed by capt G.R gopinath and gave us low cost aviation to poor and mid class Indians."
877,"Suriya is always among my favourite actors. Only because of him, I started to watch the movie, but it amazed me when other co-actors contributed the same as the protagonist. From the beginning to the end, it's full passion and emotion. The main theme of the movie is ""never say die"". And at last, the brave one wins. Paresh Rawal as an antagonist is always enjoyable to watch. It's the endeavour of a dreamer to fulfill his dream against all odds, and that has been perfectly portrayed in ""Soorarai Pottru"". This is the power of Tamil movies. Watch it, and you will have to watch again."
878,Definitely must give national awards to the team and Suriyaaa👌👌👌👌👌💯
879,"Life is very challenging for many. This movie depicts the real life story of a middle class Indian villager whose dream is to make a common man fly in aeroplanes. The journey clearly shows the pressure he gets from the rich and upper class people and how it makes 'Maara's life miserable. Did he overcome those barriers?
Watch it and fly high!"
880,"Omg, what a movie! it is an true inspiration story for the youngest people who want to achieve thier dreams... It created magic in me! Must watch!"
881,"Very inspiring movie, just loved all the performances of everyone. Surya lived as Maara, whenever I feel drained I just start to watch this movie."
882,Very beautiful movie. Many scenes in the movie make our eyes water. The film is a strong comeback of actor Surya. He proved once again the talent of the actor Surya.#NadippinNayakan!!!
883,One of the career best performance of Surya after Vaaranam Aayiram
884,"Suriya sir nailed each and every frame.whenever he cried it felt very emotional.Aparna Balamurali did an excellent performence beyond expectation.Urvashi mam as usual top notch acting also suriyas friends did a good job.Sudha kongra mam u are a monster take a bow excellent no words to praise your work mam.Gv prakash killed it what a background score❤❤,especially in climax maara theme .And dialouges vijay kumar perfect ""tha andha flight oda owner da nanu"" was my favorite.
Excellent movie 10/10"
885,An excellent cinematic masterpiece. Suriya and Sudha deserves the national ward.
886,Its beyond our expectations.....its a movie of goosebump.....each and every scenes..... wordless...epic..
887,"A story of Kannadiga. Hats of surya dedication.
Director SUDHA kongar hard work is great"
888,"Suriya acting is awesome, then the film fulfilled all people's expectations."
889,"Prime block buster, Moral of the story
Life is a race let's break the previous records"
890,What...A performance for the young man...Really inspiration...For new generation....Pride of indian cinema
891,What a exceptional performance from surya. It's what i expected from him. The best ott release so far.
892,The movie was an inspirational to everyone who want to succeed even after so many problems. Hats off to the team for making that feel.. Thank you!
893,"This Is Must Watch Inspiring Movie. Movie Has Emotional, Motivational Scenes.."
894,Such an impactful movie for a Lockdown Diwali...so intense. Please watch it!
895,"Suriya portrayed 'nedumaaran raajangam' effortlessly damn high level..
Aparna does a great job on heroine role
Each and every characters just lived through
Kudos to director sudha👌"
896,Must watch!!!... thrilling.... feel good... real life story.....
897,Outstanding!!!.. feel good movie.. everyone should have it...
898,"Wherever you are, reading this comment, you will have some problems now, it shows how to overcome those, to face all the odds, complete package of all emoticons in real life,It's a complete package of all real life emotion."
899,A must watch. The is such an inspiring story. What a realistic acting. Surya has made is comeback with a bang!
900,Excellent movie and very inspiring everyone should watch till end.
